"id";"title";"type";"start";"end";"created"
"8a288e22-f228-42fa-89d1-8f5c190b26b8";"Mercury Freddie";"Pikett - proposal - ESXi";"2025-03-03T10:00:00.0000000";"2025-03-10T10:00:00.0000000";"2025-03-30 12:40"
"9c89728c-769d-468b-bbac-8edb3f2ff037";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-03-10T10:00:00.0000000";"2025-03-17T10:00:00.0000000";"2025-03-30 12:40"
"c43643d7-9519-41e9-965b-2aa9638eb4ed";"Cobain Kurt";"Pikett - proposal - ESXi";"2025-03-17T10:00:00.0000000";"2025-03-24T10:00:00.0000000";"2025-03-30 12:40"
"c4aba636-baf3-435a-8147-97799c3214d2";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-03-24T10:00:00.0000000";"2025-03-31T10:00:00.0000000";"2025-03-30 12:40"
"65f9ae18-6077-4b30-8e11-335b99efd1e4";"Morrison Jim";"Pikett - proposal - ESXi";"2025-03-31T10:00:00.0000000";"2025-04-07T10:00:00.0000000";"2025-03-30 12:40"
"d897bad2-c6e9-4929-9a81-246bddc5ce3f";"Osbourne Ozzy";"Pikett - proposal - Hyper-V";"2025-04-07T10:00:00.0000000";"2025-04-14T10:00:00.0000000";"2025-03-30 12:40"
"0eebde4b-1cfd-4e66-ad30-91dcae329dd9";"Cooper Alice";"Pikett - proposal - ESXi";"2025-04-14T10:00:00.0000000";"2025-04-21T10:00:00.0000000";"2025-03-30 12:40"
"11817b16-ae28-4980-a710-06bd16abf8bb";"Plant Robert";"Pikett - proposal - Hyper-V";"2025-04-21T10:00:00.0000000";"2025-04-28T10:00:00.0000000";"2025-03-30 12:40"
"f53d05e0-500c-493b-bffd-b7f8abcfcf37";"Cooper Alice";"Pikett - proposal - ESXi";"2025-04-28T10:00:00.0000000";"2025-05-05T10:00:00.0000000";"2025-03-30 12:40"
"5e72879b-ad45-4193-848b-8ce2058c3a70";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-05-05T10:00:00.0000000";"2025-05-12T10:00:00.0000000";"2025-03-30 12:40"
"2688f297-745c-422a-b270-f97106f5f4c3";"Morrison Jim";"Pikett - proposal - ESXi";"2025-05-12T10:00:00.0000000";"2025-05-19T10:00:00.0000000";"2025-03-30 12:40"
"06969143-9da3-4e10-98f3-c3a9c5bb0a4b";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-05-19T10:00:00.0000000";"2025-05-26T10:00:00.0000000";"2025-03-30 12:40"
"79e384c3-c0ac-43fc-bf6a-d1ec73d86979";"Mercury Freddie";"Pikett - proposal - ESXi";"2025-05-26T10:00:00.0000000";"2025-06-02T10:00:00.0000000";"2025-03-30 12:40"
"e8a072ac-f11d-4d88-882d-8702d77e971d";"Osbourne Ozzy";"Pikett - proposal - Hyper-V";"2025-06-02T10:00:00.0000000";"2025-06-09T10:00:00.0000000";"2025-03-30 12:40"
"a58faebe-13cb-4eaf-95ca-485f07b7e8ff";"Cobain Kurt";"Pikett - proposal - ESXi";"2025-06-09T10:00:00.0000000";"2025-06-16T10:00:00.0000000";"2025-03-30 12:40"
"9bca9aba-4290-42ff-8039-776447515d20";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-06-16T10:00:00.0000000";"2025-06-23T10:00:00.0000000";"2025-03-30 12:40"
"6a36b41b-716e-483e-b4cd-f29c49e6329a";"Cooper Alice";"Pikett - proposal - ESXi";"2025-06-23T10:00:00.0000000";"2025-06-30T10:00:00.0000000";"2025-03-30 12:40"
"be5b4b59-6f17-4ce7-86c2-40afa06cda3d";"Plant Robert";"Pikett - proposal - Hyper-V";"2025-06-30T10:00:00.0000000";"2025-07-07T10:00:00.0000000";"2025-03-30 12:40"
"eceaa94e-5d21-4222-993a-8070a90c06a2";"Mercury Freddie";"Pikett - proposal - ESXi";"2025-07-07T10:00:00.0000000";"2025-07-14T10:00:00.0000000";"2025-03-30 12:40"
"c1babe73-3b1c-44fc-b015-ce9355ec6ec9";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-07-14T10:00:00.0000000";"2025-07-21T10:00:00.0000000";"2025-03-30 12:40"
"0e6a124a-8483-4fde-b2ba-568ae95b5560";"Morrison Jim";"Pikett - proposal - ESXi";"2025-07-21T10:00:00.0000000";"2025-07-28T10:00:00.0000000";"2025-03-30 12:40"
"39aa4b9f-516b-436c-9e77-00b9d6a98355";"Plant Robert";"Pikett - proposal - Hyper-V";"2025-07-28T10:00:00.0000000";"2025-08-04T10:00:00.0000000";"2025-03-30 12:40"
"7d2d9795-ddab-40ff-a44e-f0df3b3ea986";"Cobain Kurt";"Pikett - proposal - ESXi";"2025-08-04T10:00:00.0000000";"2025-08-11T10:00:00.0000000";"2025-03-30 12:40"
"793e5a3d-8f4a-4db5-837b-ba4217644383";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-08-11T10:00:00.0000000";"2025-08-18T10:00:00.0000000";"2025-03-30 12:40"
"d70f2e8f-ff90-4ba3-ad7d-c94af8306167";"Cooper Alice";"Pikett - proposal - ESXi";"2025-08-18T10:00:00.0000000";"2025-08-25T10:00:00.0000000";"2025-03-30 12:40"
"cd0a7db2-6303-46dd-82b4-1764240b6edf";"Osbourne Ozzy";"Pikett - proposal - Hyper-V";"2025-08-25T10:00:00.0000000";"2025-09-01T10:00:00.0000000";"2025-03-30 12:40"
"fa462c64-c4f1-442a-8e83-e83dea3f46d9";"Morrison Jim";"Pikett - proposal - ESXi";"2025-09-01T10:00:00.0000000";"2025-09-08T10:00:00.0000000";"2025-03-30 12:40"
"80d0f9e6-10ce-4f85-a97e-421e2befc776";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-09-08T10:00:00.0000000";"2025-09-15T10:00:00.0000000";"2025-03-30 12:40"
"d42e227b-b71b-42e5-8e08-58466adfa28d";"Cobain Kurt";"Pikett - proposal - ESXi";"2025-09-15T10:00:00.0000000";"2025-09-22T10:00:00.0000000";"2025-03-30 12:40"
"f5bb6c22-e4c0-47db-acb9-a41aad2cfb10";"Osbourne Ozzy";"Pikett - proposal - Hyper-V";"2025-09-22T10:00:00.0000000";"2025-09-29T10:00:00.0000000";"2025-03-30 12:40"
"680d6c73-cf8c-433d-a20b-33ebf1761fda";"Mercury Freddie";"Pikett - proposal - ESXi";"2025-09-29T10:00:00.0000000";"2025-10-06T10:00:00.0000000";"2025-03-30 12:40"
"f34c23ca-cf0c-49f5-b4fe-15416c0b1c7b";"Plant Robert";"Pikett - proposal - Hyper-V";"2025-10-06T10:00:00.0000000";"2025-10-13T10:00:00.0000000";"2025-03-30 12:40"
"001a1847-2361-46be-90ce-a05f71da8082";"Cooper Alice";"Pikett - proposal - ESXi";"2025-10-13T10:00:00.0000000";"2025-10-20T10:00:00.0000000";"2025-03-30 12:40"
"fb2fa857-4a2b-413d-beb9-96f2034702ed";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-10-20T10:00:00.0000000";"2025-10-27T10:00:00.0000000";"2025-03-30 12:40"
"9636784a-961e-4abb-b233-c6e9960027fa";"Mercury Freddie";"Pikett - proposal - ESXi";"2025-10-27T10:00:00.0000000";"2025-11-03T10:00:00.0000000";"2025-03-30 12:40"
"ff0e7d51-c560-4104-b524-a8555b82a0de";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-11-03T10:00:00.0000000";"2025-11-10T10:00:00.0000000";"2025-03-30 12:40"
"fd33c6f1-7e91-49a3-96f2-e0021af1f2a2";"Morrison Jim";"Pikett - proposal - ESXi";"2025-11-10T10:00:00.0000000";"2025-11-17T10:00:00.0000000";"2025-03-30 12:40"
"63d5969c-8ebd-4d36-9e8e-ff4de11cfb2f";"Osbourne Ozzy";"Pikett - proposal - Hyper-V";"2025-11-17T10:00:00.0000000";"2025-11-24T10:00:00.0000000";"2025-03-30 12:40"
"1ebef5cf-f604-44b4-9aa8-8ba90992e647";"Cobain Kurt";"Pikett - proposal - ESXi";"2025-11-24T10:00:00.0000000";"2025-12-01T10:00:00.0000000";"2025-03-30 12:40"
"4c84ba3f-e9f9-423d-bd24-c34bd0357057";"Plant Robert";"Pikett - proposal - Hyper-V";"2025-12-01T10:00:00.0000000";"2025-12-08T10:00:00.0000000";"2025-03-30 12:40"
"ba6e8ec3-3b64-42d1-9672-1540b7f62cb0";"Cooper Alice";"Pikett - proposal - ESXi";"2025-12-08T10:00:00.0000000";"2025-12-15T10:00:00.0000000";"2025-03-30 12:40"
"94851bf1-18e6-4018-87b7-7e3f3af26b05";"Dickinson Bruce";"Pikett - proposal - Hyper-V";"2025-12-15T10:00:00.0000000";"2025-12-22T10:00:00.0000000";"2025-03-30 12:40"
"6e7ce0e6-5eac-4f32-8bac-1772371f5d9a";"Morrison Jim";"Pikett - proposal - ESXi";"2025-12-22T10:00:00.0000000";"2025-12-29T10:00:00.0000000";"2025-03-30 12:40"
"e18182ef-5056-427d-ba4b-41218bc2215b";"Pesch Doro";"Pikett - proposal - Hyper-V";"2025-12-29T10:00:00.0000000";"2025-12-31T00:00:00.0000000";"2025-03-30 12:40"
